ROW_ID;ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);CATEGORIES;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
29;4458;Anitore! EX;ND;En cours;12;;12;"Titre alternatif : Anime de Training! EX / Training Through Anime! EX/Ani Tore! EX

Il s'agit d'un projet original créé par le studio Rising Force.

Nous suivons l'histoire de cinq filles qui désirent devenir des idols, cependant rien n'arrive sans travail dans ce monde, et le travail d'idol passe par un entrainement des plus compliqués, comme la danse, le yoga, le Tai Chi.

Saison 2 : http://www.dpstream.net/anime-4418-anitore-xx.html";https://str01-m.dpstream.media/a/4458/index-1477224603.jpg;Manga Anitore! EX streaming, Manga Anitore! EX dpstream, Manga Anitore! EX HD, Anitore! EX streaming VF
30;4457;Zutto Mae Kara Suki Deshita. (Film);Zutto Mae Kara Suki Deshita. ~Kokuhaku Jikkō Iinkai~;En cours;1;;1;"Titre alternatif : I want to let you know that I love you. / Confession Executive Committee ~Love Series~ / Kokuhaku Jikkou Iinkai : Renai Series/I've Always Liked You

Il s'agit de l'adaptation du projet Vocaloid crée par HoneyWorks. Composé et crée par HoneyWorks en 2012, il s'agit d'une musique qui mélange parties musicales, illustrations, paroles et de quelques moments animés.

Dans cette histoire nous suivons un groupe de lycéens dans le quotidien. Autant dans leurs peines que dans leurs meilleurs moments.";https://str01-m.dpstream.media/a/4457/kokuhaku_jikkou_iinkai_renai_series_4567-1477147096.jpg;Manga Zutto Mae Kara Suki Deshita. (Film) streaming, Manga Zutto Mae Kara Suki Deshita. (Film) dpstream, Manga Zutto Mae Kara Suki Deshita. (Film) HD, Zutto Mae Kara Suki Deshita. (Film) streaming VF
31;4456;Stella no Mahou;Stella no Mahō;En cours;23 min;;ND;"Titre alternatif : Magic of Stella

On suit Tamaki Honda, une jeune lycéenne de première année qui décide de s'inscrire dans un club extra-scolaire un peu particulier : le club de 'doujin games'. Comme son nom l'indique, les membres du club créent leurs propres jeux vidéo !";https://str01-m.dpstream.media/a/4456/stella_no_mahou_5199-1477058182.jpg;Manga Stella no Mahou streaming, Manga Stella no Mahou dpstream, Manga Stella no Mahou HD, Stella no Mahou streaming VF
32;4455;Cupid's Chocolate;Ai Shen Qiao Ke Li Jin Xing Shi;En cours;15;;15;"Titre alternatif : Aishen Qiaokeli-ing...

Jiang Hao Yi, étudiant de 19 ans, fait régulièrement le même cauchemar dans lequel il se voit mourir en sautant du toit de son école. Mais ce cauchemar n'est rien face à ce qui l'attend dans la réalité.

Un jour, Xia Zi Tong, une des élèves les plus populaire de l'école, vient lui annoncer qu'elle est enceinte de lui !
Hao Yi a beau nier, personne ne le croit, et il s'attire rapidement les foudres de tous ses camarades, qui propagent l'information. Poursuivit par garçons et filles, car d'autres jeunes femmes prétendent qu'il les a trompé, il se réfugie sur le toit.";https://str01-m.dpstream.media/a/4455/cupid_s_chocolate_5173-1477058046.jpg;Manga Cupid's Chocolate streaming, Manga Cupid's Chocolate dpstream, Manga Cupid's Chocolate HD, Cupid's Chocolate streaming VF
33;4454;Shelter;ND;En cours;1;;ND;"Titre alternatif : Shelter the Animation

Il s'agit d'une animation basée sur la chanson 'Shelter' de Robinson et Madeon.

L'histoire se centre sur une jeune fille isolée dans un monde numérique. Elle n'a aucun contact avec le monde extérieur et ne dispose que d'une tablette numérique pour s'occuper. Elle va alors passer ses journées à imaginer le monde.";https://str01-m.dpstream.media/a/4454/shelter_the_animation_6164-1477057854.jpg;Manga Shelter streaming, Manga Shelter dpstream, Manga Shelter HD, Shelter streaming VF
34;4453;Onara Gorou;ND;En cours;3 min;;ND;Onara Gorou suit les aventures d'un personnage hors du commun : un pet, mais pas n'importe lequel ! Il s'agit là du « plus adorable des pets » qui arrive à résoudre les soucis de la vie de tous les jours comme seul un pet peut le faire.;https://str01-m.dpstream.media/a/4453/onara_gorou_5629-1476878557.jpg;Manga Onara Gorou streaming, Manga Onara Gorou dpstream, Manga Onara Gorou HD, Onara Gorou streaming VF
35;4452;Tiger Mask W;ND;En cours;39;;39;"Titre alternatif : Tiger Mask Double 

Il s'agit d'un projet réalisé à l'occasion des 60 ans du studio Toei Animation.

Naoto Azuma et Takuma Fujii sont deux jeunes lutteurs professionnels de 21 ans. Tous deux sont membres d'une petite équipe nommée Jipang Pro Wrestling jusqu'à ce qu'ils soient écrasés par une équipe ayant de mauvaises intentions, la Global Wrestling Monopoly. Pour se venger, les deux hommes empreintent deux chemins différents...

Azuma décide de se former au pied du Mont Fuji afin de devenir le nouveau Tiger Mask tandis que Takuma entre dans The Tiger's Hole, l'organisation qui est à l'origine du Global Wrestling Monopoly. Afin de la détruire de l'intérieur, il devient Tiger the Dark.";https://str01-m.dpstream.media/a/4452/affiche_urrmbluvtlv0fop-1476635708.jpg;Manga Tiger Mask W streaming, Manga Tiger Mask W dpstream, Manga Tiger Mask W HD, Tiger Mask W streaming VF
36;4451;Gi(a)rlish Number;ND;En cours;12;;12;"Titre alternatif : Girlish Number

Girlish Number est un projet crossmédia (anime, manga, light novel), de Wataru Watari & QP:flapper, se centrant sur la profession de seiyuu. Les trois projets sont prévus pour l'année 2016.

L'histoire suit Chitose Karasuma, une élève d'université qui a pour but de devenir une seiyuu.";https://str01-m.dpstream.media/a/4451/gi_a_rlish_number_5228-1476533721.jpg;Manga Gi(a)rlish Number streaming, Manga Gi(a)rlish Number dpstream, Manga Gi(a)rlish Number HD, Gi(a)rlish Number streaming VF
37;4450;Fune wo Amu;Fune o Amu;En cours;23 min;;ND;"Titre alternatif : Le Grand Passage / The Great Passage / To Compile A Ship

Mitsuya Majime et Masashi Nishioka sont deux hommes que tout oppose : l'un est maladroit et peu social, tandis que l'autre est plus extraverti. Ils ont toutefois un point en commun : leur travail dans le milieu de l'édition.

Un jour, ils sont tous les deux sollicités pour publier un tout nouveau dictionnaire. Un ouvrage censé marquer le millénaire sous le nom du 'Grand Passage'.";https://str01-m.dpstream.media/a/4450/fune_wo_amu_5349-1476533463.jpg;Manga Fune wo Amu streaming, Manga Fune wo Amu dpstream, Manga Fune wo Amu HD, Fune wo Amu streaming VF
38;4449;Nazotokine;ND;En cours;7 min;;ND;L'histoire nous entraine aux côtés de Amino Tokine et de Hacchin lors de résolution d'énigmes.;https://str01-m.dpstream.media/a/4449/nazotokine_5749-1476533237.jpg;Manga Nazotokine streaming, Manga Nazotokine dpstream, Manga Nazotokine HD, Nazotokine streaming VF
39;4447;Getsuyoubi no Tawawa;ND;En cours;12;;12;"Titre alternatif : Tawawa on Monday / Monday Morning Offerings

Basé sur une série d'image de Himura Kiseki postée sur Twitter.

L'histoire se centre sur un salarié qui a eu la chance de rencontrer une femme nommée Ai dans le train. Ils vont commencer à se voir chaque lundi dans le train. Ce jeune salarié va servir de garde du corps et de compagnon de bavardage à la jeune Ai.";https://str01-m.dpstream.media/a/4447/index-1476289677.jpg;Manga Getsuyoubi no Tawawa streaming, Manga Getsuyoubi no Tawawa dpstream, Manga Getsuyoubi no Tawawa HD, Getsuyoubi no Tawawa streaming VF
40;4446;Bubuki Buranki - Hoshi no Kyojin;ND;En cours;12;;12;"Titre alternatif : BBK/BRNK - Hoshi no Kyojin / BBK/BRNK 2nd season / BBK/BRNK - Giants of the Star

Grâce aux conseils d'Epizo, Azuma, Kogane, Hiiragi, Kinoa et Shizuru ont finalement atteint l'île des Buranki. Mais les choses tournent mal assez rapidement car les russes, entre autres, les ont suivis et entreprennent de faire chuter l'île sur Terre. Une catastrophe que Kaoruko semble avoir orchestrée dans l'ombre.

Saison 1 : http://www.dpstream.net/anime-4300-bubuki-buranki.html";https://str01-m.dpstream.media/a/4446/bubuki_buranki_-_hoshi_no_kyojin_5195-1476275728.jpg;Manga Bubuki Buranki - Hoshi no Kyojin streaming, Manga Bubuki Buranki - Hoshi no Kyojin dpstream, Manga Bubuki Buranki - Hoshi no Kyojin HD, Bubuki Buranki - Hoshi no Kyojin streaming VF
41;4445;Soul Buster;ND;En cours;12;;12;"Basé sur le manhua Soul Buster.

L'histoire nous entraîne dans le quotidien d'un jeune homme qui va découvrir un jeu de carte étrange. En effet, les différents duels de 'carte' ressemblent à des vrais batailles.

Ces cartes permettent d'invoquer des héros provenant de l'époque chinoise des Trois Royaumes (220-280). Ce jeu aux allures inoffensives met la vie des joueurs en grand danger.";https://str01-m.dpstream.media/a/4445/2d1559bc96e45c0205462bdc86539e951475834693_full-1476084521.jpg;Manga Soul Buster streaming, Manga Soul Buster dpstream, Manga Soul Buster HD, Soul Buster streaming VF
42;4444;"Steins;Gate Fuka Ryouiki no Déjà-vu (Film)";"Gekijôban Steins;Gate Fuka Ryōiki no Déjà vu";En cours;1;;1;"Titre alternatif : Steins Gate Movie / Steins;Gate Fuka Ryōiki no Déjà-vu

Après un an passé en Amérique, Kurisu est de retour à Akihabara. Elle et Okabe se retrouvent enfin.
Malheureusement, peu après leurs retrouvailles, Okabe commence à voir des images des autres lignes d'univers et finit par disparaître. Tiraillée entre son âme de scientifique et ses sentiments, Kurisu doit faire le choix entre ne pas remonter dans le temps comme celui-ci le lui a demandé, ou tenter de le sauver malgré les conséquences que cela pourra entraîner sur le monde.";https://str01-m.dpstream.media/a/4444/steins_gate_fuka_ry_iki_no_deja-vu_2463-1476035372.jpg;"Manga Steins;Gate Fuka Ryouiki no Déjà-vu (Film) streaming, Manga Steins;Gate Fuka Ryouiki no Déjà-vu (Film) dpstream, Manga Steins;Gate Fuka Ryouiki no Déjà-vu (Film) HD, Steins;Gate Fuka Ryouiki no Déjà-vu (Film) streaming VF"
43;4443;Udon no Kuni no Kiniro Kemari;ND;En cours;12;;12;"Adapté du manga Udon no Kuni no Kiniro Kemari de Shinomaru Nodoka.

Un jour, Souta Tawara, web designer vivant dans la grande ville de Tokyo, se rend dans le restaurant d'Udon de ses parents. Il y rencontre un étrange petit garçon se nommant Poko et se trouvant être une créature venant du royaume de l'Udon.

Ce petit être énergétique va apporter un peu de bonheur dans la vie monotone de Souta";https://str01-m.dpstream.media/a/4443/udon_no_kuni_no_kiniro_kemari_5256-1476026020.jpg;Manga Udon no Kuni no Kiniro Kemari streaming, Manga Udon no Kuni no Kiniro Kemari dpstream, Manga Udon no Kuni no Kiniro Kemari HD, Udon no Kuni no Kiniro Kemari streaming VF
44;4442;Long Riders!;ND;En cours;24 min;;ND;Ami Kurata, étudiante tout à fait normale, décide de s'acheter un vélo pliant après avoir aperçu quelqu'un en faire. Elle forme un groupe d'initiés nommé Fortuna avec d'autres filles de sa fac. Leur but est simple : participer à des évènements sportifs !;https://str01-m.dpstream.media/a/4442/longriders_5030-1476017469.jpg;Manga Long Riders! streaming, Manga Long Riders! dpstream, Manga Long Riders! HD, Long Riders! streaming VF
45;4441;Uta no☆Prince-sama♪ Maji LOVE Legend Star;ND;En cours;13;;13;"Titre alternatif : Uta No Prince Sama : Maji LOVE Legend Star

Quatrième saison et suite directe de Uta no ☆ Prince-sama ♪ Maji Love Revolutions

Nanami Haruka est une jeune fille timide qui a pour rêve de devenir un auteur-compositeur de talent. Elle est acceptée dans l'école Saotome Gakuen, une école d'élite spécialisée dans le chant afin de propulser au sommet des futurs idoles. Les cours sont enseignés par des idoles célèbres, les locaux scolaires comprennent des studios d'enregistrement et des théâtres.
L'école associe, au hasard, des paires comprenant un auteur et un interprète. Mais le destin a voulu que Haruka soit associée à 3 garçons très différents; Ittoki Otoya est optimiste et dynamique, Shinomiya Natsuki est brillant et intelligent, Hijirikawa Masato est cool et calme. Haruka est déterminée à en faire des idoles et à surmonter sa personnalité timide si elle veut atteindre son rêve.";https://str01-m.dpstream.media/a/4441/uta_no_prince-sama_maji_love_legend_star_5393-1476013557.jpg;Manga Uta no☆Prince-sama♪ Maji LOVE Legend Star streaming, Manga Uta no☆Prince-sama♪ Maji LOVE Legend Star dpstream, Manga Uta no☆Prince-sama♪ Maji LOVE Legend Star HD, Uta no☆Prince-sama♪ Maji LOVE Legend Star streaming VF
46;4440;Touken Ranbu - Hanamaru;ND;En cours;12;;12;En l'an 2205, un groupe cherche à modifier le passé. Afin de protéger l'histoire du monde, des personnes connues sous le nom de Saniwa sont présentes. Ils possèdent le pouvoir de donner vie aux objets. Les plus forts d'entre eux sont appelés Tōken Danshi. Nous suivons la vie quotidienne de certains, notamment celles de Kashū Kiyomitsu et Yamatonokami Yasusada.;https://str01-m.dpstream.media/a/4440/touken_ranbu_-_hanamaru_5369-1475955843.jpg;Manga Touken Ranbu - Hanamaru streaming, Manga Touken Ranbu - Hanamaru dpstream, Manga Touken Ranbu - Hanamaru HD, Touken Ranbu - Hanamaru streaming VF
47;4439;Sengoku Choujuu Giga ~Kou~;ND;En cours;26;;26;L’histoire des plus célèbres seigneurs de guerre du Japon de l’ère Sengoku (entre le XVe et le XVIe siècle), racontée à travers des animaux.;https://str01-m.dpstream.media/a/4439/affiche_phxsiyj3ridncis-1475942350.jpg;Manga Sengoku Choujuu Giga ~Kou~ streaming, Manga Sengoku Choujuu Giga ~Kou~ dpstream, Manga Sengoku Choujuu Giga ~Kou~ HD, Sengoku Choujuu Giga ~Kou~ streaming VF
48;4438;Ajin 2nd Season;ND;En cours;23 min;;ND;"Titre alternatif : Ajin : Demi-Human 2nd Season 

Suite à l'attaque de l'Ajin Sâto et de ses compères sur le siège de la société pharmaceutique Grant, les Ajins vivant sur le sol nippon sont désormais considérés comme une menace de première ordre par le gouvernement nippon. Kei, qui vivait paisiblement dans les montagnes, fut repéré et dénoncé par un villageois. Notre héros décide donc de prendre ses jambes à son cou, mais Tosaki Yû ainsi que la brigade Anti-Ajin sont déjà à sa recherche. Notre héros n'a donc d'autres choix que de s'allier à Kô afin d'échapper aux forces de l'ordre nippone. Fuir ou affronter Sâto ? Kei et Kô semblent avoir fait leur choix et il n'est pas question de laisser une minute de répit à l'ennemi ! Les deux jeunes Ajins ont bel et bien l'intention d'orchestrer une vendetta punitive à l'égard de Sâto et de ses sbires. De son côté, Sâto est fermement résolu à éliminer toutes les personnalités impliquées dans le trafic d'Ajin. Les dés sont lancés et le marathon infernal est sur le point de débuter... Qui de Sâto ou de Kei triomphera ?";https://str01-m.dpstream.media/a/4438/ajin_tv_2nd_season_5517-1475930968.jpg;Manga Ajin 2nd Season  streaming, Manga Ajin 2nd Season  dpstream, Manga Ajin 2nd Season  HD, Ajin 2nd Season  streaming VF
49;4436;Mobile Suit Gundam : Tekketsu no Orphans 2nd season;ND;En cours;25;;25;"Titre alternatif : Mobile Suit Gundam : Iron-Blooded Orphans 2nd season

Il s'agit de la suite direct de la première saison.

Après avoir lutté pendant des mois dans l'espace et sur Terre, les hommes de Tekkadan ont enfin accompli leur mission : Kudelia est arrivée saine et sauve sur la planète bleue et a rencontré Togonosuke Makanai. Mais alors qu'ils retournent vers Mars, ils ne se doutent pas que leur combat a été utilisé par d'autres organisations aux objectifs variés.";https://str01-m.dpstream.media/a/4436/mobile_suit_gundam_tekketsu_no_orphans_2nd_season_5388-1475927204.jpg;Manga Mobile Suit Gundam : Tekketsu no Orphans 2nd season streaming, Manga Mobile Suit Gundam : Tekketsu no Orphans 2nd season dpstream, Manga Mobile Suit Gundam : Tekketsu no Orphans 2nd season HD, Mobile Suit Gundam : Tekketsu no Orphans 2nd season streaming VF
50;4435;Soushin Shoujo Matoi;Sōshin Shōjo Matoi;En cours;12;;12;"Titre alternatif : Matoi the Sacred Slayer

L'histoire prend place en 2016, et met en scène Matoi Sumeragi, une collégienne âgée de 14 ans. Cette dernière travaille à temps partiel en tant que miko au temple de Tenman Jinjya dans la ville de Kamaya.

Un jour, sa capacité de s'unir avec des dieux pour éloigner les mauvais esprits se réveille. Avec l'aide de sa meilleure amie, Yuma Kusanagi, une fille de kannushi, elle décide de purger sa ville des mauvais esprits afin de retrouver sa vie paisible.";https://str01-m.dpstream.media/a/4435/soushin_shoujo_matoi_5713-1475921385.jpg;Manga Soushin Shoujo Matoi streaming, Manga Soushin Shoujo Matoi dpstream, Manga Soushin Shoujo Matoi HD, Soushin Shoujo Matoi streaming VF
51;4434;Flip Flappers;ND;En cours;23 min;;ND;Flip Flappers se centre sur deux adolescentes dont la rencontre va tout bouleverser. En effet, Papika et Cocona vont se retrouver dans une autre dimension se nommant 'Pure Illusion' où elles devront partir à la recherche d'un mystérieux cristal appelé 'Shard of Mimi', permettant à son détenteur de réaliser n'importe quel vœu. Alors qu'elles se retrouvent en grave danger, l'éclat de Mimi brille et permet aux deux filles de se transformer en magical girl.;https://str01-m.dpstream.media/a/4434/flip_flappers_5381-1475877106.jpg;Manga Flip Flappers streaming, Manga Flip Flappers dpstream, Manga Flip Flappers HD, Flip Flappers streaming VF
52;4433;Trickster;ND;En cours;24;;24;"Basé sur la série de roman Shounen Tanteidan de Ranpo Edogawa.

L'histoire se déroule dans les années 2030.

Un groupe de jeunes détectives résoud différentes enquêtes plus ou moins importantes. Un jour, Kensuke Hanasaki, l'un des membres, fait la rencontre de Yoshio Kobayashi, un jeune garçon immortel et suicidaire qui refuse le contact avec les autres personne de son entourage. Éprouvant un certain intérêt pour lui, Hanasaki l'invite à rejoindre son groupe de détective.

Ainsi naît la relation entre le criminel surnommé 'le démon aux vingt visages' et Kogorou Akechi, le détective de renommé.";https://str01-m.dpstream.media/a/4433/trickster_edogawa_ranpo_shounen_tanteidan_yori_5584-1475876828.jpg;Manga Trickster streaming, Manga Trickster dpstream, Manga Trickster HD, Trickster streaming VF
53;4432;Natsume Yuujinchou Go (Natsume yuujin chou S5);Natsume Yuujinchou 5th season;En cours;24 min;;ND;"Titre alternatif : Natsume's Book of Friends Five / Natsume Yuujinchou Five

Il s'agit de la cinquième saison de l'anime Natsume Yûjinchô.

Takashi Natsume a réussi à accepter son passé ainsi que son lien avec les yôkais, mais les ennuis continuent de le poursuivre et ses amis lui demandent de l'aide les uns après les autres.";https://str01-m.dpstream.media/a/4432/natsume_yuujinchou_go_5360-1475868318.jpg;Manga Natsume Yuujinchou Go (Natsume yuujin chou S5) streaming, Manga Natsume Yuujinchou Go (Natsume yuujin chou S5) dpstream, Manga Natsume Yuujinchou Go (Natsume yuujin chou S5) HD, Natsume Yuujinchou Go (Natsume yuujin chou S5) streaming VF
54;4431;Lostorage Incited WIXOSS;ND;En cours;24 min;;ND;"Suzuko Homura revient habiter à Ikebukuro, là où elle a grandi. Elle se réjouit de retrouver l'amie qu'elle avait laissée, Chinatsu Morikawa. Mais une fois arrivée dans son lycée, elle a du mal à s'intégrer. Afin de se faire des amies, elle décide d'acheter des cartes du très populaire jeu Wixoss. Elle se retrouve alors en possession d'une carte spéciale qui lui permet de mener une bataille dans une autre dimension inaccessible aux humains. 

Suzuko devra se battre pour prendre le contrôle de cinq pièces renfermant des souvenirs. Elle y retrouvera également son amie Chinatsu. Si elle parvient à réunir les pièces, elle pourra quitter le jeu. Sinon, elle sera punie…";https://str01-m.dpstream.media/a/4431/lostorage_incited_wixoss_5479-1475867242.jpg;Manga Lostorage Incited WIXOSS streaming, Manga Lostorage Incited WIXOSS dpstream, Manga Lostorage Incited WIXOSS HD, Lostorage Incited WIXOSS streaming VF
55;4430;All Out!!;ND;En cours;25;;25;"Adapté du manga All Out!! de Amase Shiori.

L'histoire suit Kenji Gion, un lycéen de petite taille fraichement accueilli dans un lycée de la préfecture de Kanagawa. Ce dernier va rencontrer un lycéen durant un match de rugby et va petit à petit devenir ami avec lui.

Avec ce lycéen nommé Sumiaki Iwashimizu, ils vont rejoindre le club de rugby du lycée.

Cette série narre leurs exploits en tant que rugbyman.";https://str01-m.dpstream.media/a/4430/all-out-fu-1475866976.jpg;Manga All Out!! streaming, Manga All Out!! dpstream, Manga All Out!! HD, All Out!! streaming VF
56;4429;Bungou Stray Dogs 2nd Season;ND;En cours;12;;12;Il s'agit de la seconde partie de l'anime Bungou Stray Dogs.;https://str01-m.dpstream.media/a/4429/bungou_stray_dogs_2nd_season_5325-1475824515.jpg;Manga Bungou Stray Dogs 2nd Season streaming, Manga Bungou Stray Dogs 2nd Season dpstream, Manga Bungou Stray Dogs 2nd Season HD, Bungou Stray Dogs 2nd Season streaming VF
57;4428;Bernard Jou Iwaku.;ND;En cours;3 min;;ND;"Titre alternatif : Miss Bernard Says.

Sawako Machida se fait appeler « Miss Bernard » et veut passer pour une férue de littérature. En réalité, elle est plutôt paresseuse et ne lit quasiment jamais ! Pourtant, elle passe son temps à la bibliothèque et pense qu'elle peut apprendre ses classiques sans effort, simplement en fréquentant ses camarades de classe…";https://str01-m.dpstream.media/a/4428/affiche_y6kdrpowgw6lc8f-1475774606.jpg;Manga Bernard Jou Iwaku. streaming, Manga Bernard Jou Iwaku. dpstream, Manga Bernard Jou Iwaku. HD, Bernard Jou Iwaku. streaming VF
58;4427;Keijo!!!!!!!!;ND;En cours;12;;12;"Titre alternatif : Hip Whip Girl

Le keijo est le nom d’un sport où les participantes (toutes féminines) doivent faire tomber leurs adversaires en dehors d’une plate-forme flottant au milieu d’une piscine. Elles ne peuvent utiliser que leurs fesses et leur poitrine, et ces combats donnent lieu à des paris enflammés. 

Nozomi Kaminashi est encore étudiante, mais elle rêve d’entrer dans ce monde, car elle espère ainsi gagner assez d’argent pour aider sa famille aux revenus modestes. Ses atouts : une formation de gymnaste, sa souplesse et un très bon sens de l’équilibre…";https://str01-m.dpstream.media/a/4427/keijo_5282-1475774393.jpg;Manga Keijo!!!!!!!! streaming, Manga Keijo!!!!!!!! dpstream, Manga Keijo!!!!!!!! HD, Keijo!!!!!!!! streaming VF
59;4426;Yuri!!! on Ice;ND;En cours;23 min;;ND;Alors qu'il participe à une compétition particulièrement importante, Yûri Katsuki, talentueux patineur japonais, est écrasé par la pression et voit s'envoler toute chance de victoire. De retour chez lui, à Kyushu, il s'enferme chez ses parents, ne sachant plus très bien s'il doit continuer à patiner ou tout abandonner. Mais les choses changent lorsqu'il est contacté par Victor Nikiforov et Yuri Plisetsky, deux patineurs russes au palmarès impressionnant.;https://str01-m.dpstream.media/a/4426/yuri_on_ice_5362-1475695466.jpg;Manga Yuri!!! on Ice streaming, Manga Yuri!!! on Ice dpstream, Manga Yuri!!! on Ice HD, Yuri!!! on Ice streaming VF
60;4425;Brave Witches;ND;En cours;23 min;;ND;"Au milieu du XXe siècle, la Terre est menacée par un mystérieux ennemi, les Neuroi, contre lequel nos armes conventionnelles se révèlent inefficaces. Seules quelques jeunes filles, les Witches, possèdent certains pouvoirs pouvant les contrer. Elles ont ainsi été recrutées dans le monde entier afin de former un escadron doté d’armes spécialement adaptées à leurs capacités. Nous suivons les interventions d’une nouvelle brigade, la 502e Joint Fighter Wing. 

Il s’agit d’un spin-off de la saga Strike Witches. L’histoire se situe entre les saisons 1 et 2. 

Saison 1 : http://www.dpstream.net/anime-1757-strike-witches.html
Saison 2 : http://www.dpstream.net/anime-1890-strike-witches-2.html";https://str01-m.dpstream.media/a/4425/brave_witches_5326-1475688250.jpg;Manga Brave Witches streaming, Manga Brave Witches dpstream, Manga Brave Witches HD, Brave Witches streaming VF
61;4424;Chi's Sweet Home (2016);ND;En cours;12 min;;ND;"Il s'agit d'un nouvel anime basé sur l'univers du manga Chi's Sweet Home (Chi, une vie de chat). Ce nouvel anime sera réalisé en 3DCG.

Chi est un chaton malicieux et un peu tête en l'air qui, après avoir perdu sa mère, est recueillie par la famille Yamada. Rapidement, elle se lie d'amitié avec Yohei, l'enfant de la famille, qui décide de l'adopter. L'ennui, c'est qu'ils n'ont normalement pas le droit de posséder un animal dans leur appartement.";https://str01-m.dpstream.media/a/4424/chi_s_sweet_home_3dcg_5494-1475688238.jpg;Manga Chi's Sweet Home (2016) streaming, Manga Chi's Sweet Home (2016) dpstream, Manga Chi's Sweet Home (2016) HD, Chi's Sweet Home (2016) streaming VF
62;4423;Kiitarou Shounen no Youkai Enikki;ND;En cours;12;;12;"Titre alternatif : Young Kiitarou and His Youkai Picture Diary

Adapté du manga Kiitarou Shounen no Youkai Enikki de Reiichi Kageyama.

Kiitarou est un jeune garçon qui rencontre le chemin de Suzu, un esprit. Au fur et à mesure, de plus en plus d'esprits vont entourer le jeune Kiitarou.";https://str01-m.dpstream.media/a/4423/kiitarou_shounen_no_youkai_enikki_5502-1475682609.jpg;Manga Kiitarou Shounen no Youkai Enikki streaming, Manga Kiitarou Shounen no Youkai Enikki dpstream, Manga Kiitarou Shounen no Youkai Enikki HD, Kiitarou Shounen no Youkai Enikki streaming VF
63;4422;Monster Hunter Stories RIDE ON;ND;En cours;48;;48;"Adapté du jeu vidéo Monster Hunter Stories.

Il s'agit d'une histoire alternative au jeu Monster Hunter.

Dans ce monde il existe une pierre nommée Kizuna Ishi, cette pierre confère le pouvoir de contrôler des monstres. Et cette pierre est possédée par un jeune garçon.

Pour rejoindre les Monster Hunters, ce dernier part de son village.";https://str01-m.dpstream.media/a/4422/affiche_ogkxuxkjxmcvwj0-1475658190.jpg;Manga Monster Hunter Stories RIDE ON streaming, Manga Monster Hunter Stories RIDE ON dpstream, Manga Monster Hunter Stories RIDE ON HD, Monster Hunter Stories RIDE ON streaming VF
64;4421;Hibike! Euphonium 2nd Season;ND;En cours;24 min;;ND;"Titre alternatif : Sound! Euphonium 2nd Season

Il s'agit de la seconde saison de l'anime Hibike! Euphonium.

Saison 1 : http://www.dpstream.net/anime-4177-hibike-euphonium.html";https://str01-m.dpstream.media/a/4421/hibike_euphonium_2nd_season_4954-1475658063.jpg;Manga Hibike! Euphonium 2nd Season streaming, Manga Hibike! Euphonium 2nd Season dpstream, Manga Hibike! Euphonium 2nd Season HD, Hibike! Euphonium 2nd Season streaming VF
65;4420;Cheating Craft;ND;En cours;12;;12;"Titre alternatif : One Lesson One Fight

Basé sur le light novel Zuobi Yishu de Gemini Xing Luo. Cet anime est une production sino-japonaise.

Mumei Shokatsu est un étudiant étranger expert en triche. Dû à des raisons personnelles, il a été forcé de retourner dans son pays d'origine pour entrer au lycée. Il n'a cependant jamais été dans une quelconque école auparavant et n'a donc aucune connaissance.

Pour obtenir de bons résultats, il va se résoudre à utiliser ses techniques de triches, chose qui ne sera facile du fait des équipements de sécurité et d'un groupe d'étudiants créé spécialement pour parer les éventuels tricheurs.";https://str01-m.dpstream.media/a/4420/cheating_craft_5871-1475657918.jpg;Manga Cheating Craft streaming, Manga Cheating Craft dpstream, Manga Cheating Craft HD, Cheating Craft streaming VF
66;4419;To Be Hero;ND;En cours;9 min;;ND;Ossan est un drôle de personnage. Carrément indiscipliné, divorcé, il travaille dans une boîte au sein de laquelle il conçoit des WC. Il vit avec sa fille dont il a la garde, Min-chan, une petite aussi bonne dans les livres que sur les terrains de sport. Un jour, alors qu'il travaille, il est littéralement aspiré par un WC et devient une espèce de super-héros, destiné à sauver le monde et surtout à protéger Min-chan !;https://str01-m.dpstream.media/a/4419/to_be_hero_5891-1475657786.jpg;Manga To Be Hero streaming, Manga To Be Hero dpstream, Manga To Be Hero HD, To Be Hero streaming VF
67;4418;Anitore! XX;ND;En cours;12;;12;"Titre alternatif : Anime de Training! XX / Ani Tore! XX

Seconde saison de l'anime Anitore! EX.";https://str01-m.dpstream.media/a/4418/anitore_ex_2nd_season_5801-1475657694.jpg;Manga Anitore! XX streaming, Manga Anitore! XX dpstream, Manga Anitore! XX HD, Anitore! XX streaming VF
