"ROW_ID";"TITLE";"ALT TITLE";"RLS DATE";"YEAR";"DURATION (MIN)";"DIRECTORS";"ACTORS";"CATEGORIES";"ORIGIN";"DESCRIPTION";"IMAGE";"KEYWORDS"
"12";"Joséphine (2013)";"ND";"2013-06-12";"2013";"88";"Agnès Obadia";"Marilou Berry, Mehdi Nebbou, Bérengère Krief";"Comédie";"France";"Joséphine, 29 ans trois-quart, obnubilée par la taille de ses fesses, source de tous ses problèmes, n’a toujours pas trouvé l’homme de ses rêves non-fumeur-bon-cuisinier-qui-aime-les-chats-et-qui-veut-plein-d’enfants. Sa seule consolation, c’est qu’elle vit avec Brad Pitt… consolation de courte durée puisque c’est son chat. Quand sa soeur lui annonce son mariage, c’est la goutte d’eau qui fait déborder la tasse à café. Elle s’invente alors une histoire d’amour avec un riche chirurgien brésilien qui lui a demandé sa main et l’emmène vivre au bout du monde. Facile à dire… Ce (petit) mensonge va l’entraîner dans un tourbillon d’aventures.

<b> Le 1er de la saga Joséphine</b>";"http://zupimages.net/up/16/45/exr9.jpg";"film Joséphine (2013) streaming, Joséphine (2013) dpstream, filmJoséphine (2013) HD, Joséphine (2013) streaming VF"
"13";"Dangers virtuels";"Online - Meine Tochter in Gefahr";"2012-10-23";"2012";"91";"Oliver Dommenget";"Annette Frier, Jamie Bick, Christoph Grunert";"Drame,Thriller";"Allemagne";"N'importe qui peut se cacher derrière un écran d'ordinateur... Jessy, une ado solitaire, n'a pas d'autres amies que Crissy, avec qui elle correspond par Internet. Son comportement associal inquiète sa mère Katja qui décide donc de lui confisquer son matériel informatique. Crissy va se venger en piratant son compte bancaire. Mais ce n'est pas le plus inquiétant : Jessy disparaît et Katja apprend bientôt que Crissy n'est pas la personne qu'elle prétend être...";"http://zupimages.net/up/16/45/ji92.jpg";"film Dangers virtuels streaming, Dangers virtuels dpstream, filmDangers virtuels HD, Dangers virtuels streaming VF"
"14";"Foster (Un cadeau inattendu)";"Foster";"2011-07-20";"2011";"90";"Jonathan Newman";"Toni Collette, Ioan Gruffudd, Maurice Cole";"Comédie,Drame,Famille";"Royaume-Uni";"Un couple qui n'arrive pas à avoir d'enfants décide d'adopter mais la procédure est longue. Alors qu'ils se découragent, un petit garçon de 7 ans se présente chez eux...";"http://zupimages.net/up/16/45/svz6.jpg";"film Foster (Un cadeau inattendu) streaming, Foster (Un cadeau inattendu) dpstream, filmFoster (Un cadeau inattendu) HD, Foster (Un cadeau inattendu) streaming VF"
"15";"Dangereuse obsession";"Obsession";"2011-09-05";"2011";"89";"George Erschbamer";"Dylan Neal, Charisma Carpenter, Nicholas Lea";"Drame,Thriller";"Canada";"Sonia Paston vient de décrocher un poste à Boston qui lui assure une promotion professionnelle. Pour le bien de sa carrière, elle décide d'accepter malgré l'avis défavorable de son petit ami Tom. Ce dernier est policier à New York et ne peut pas déménager avec elle. Un peu perdue et seule dans cette nouvelle ville, elle fait la connaissance de Sebastian, un type charismatique et séduisant, et une idylle amoureuse ne tarde pas à naître entre eux. Une nuit, Sonia se sent observée et épiée...";"http://zupimages.net/up/16/45/944r.jpg";"film Dangereuse obsession streaming, Dangereuse obsession dpstream, filmDangereuse obsession HD, Dangereuse obsession streaming VF"
"16";"Comme une image";"ND";"2004-05-16";"2004";"110";"Agnès Jaoui";"Marilou Berry, Jean-Pierre Bacri, Agnès Jaoui";"Comédie,Drame,Musical";"France";"Lolita Cassard, vingt ans, en veut au monde entier, parce qu'elle ne ressemble pas aux filles des magazines, et aimerait tellement se trouver belle, au moins dans le regard de son père, trouver son regard tout simplement.
Etienne Cassard regarde peu les autres, parce qu'il se regarde beaucoup lui-même et qu'il se sent vieillir.
Pierre Miller, un écrivain, doute de ne jamais rencontrer le succès, jusqu'au moment où il rencontre Etienne Cassard.
Sylvia Miller, un professeur de chant, croit en son mari, en son talent, mais doute du sien et de celui de son élève Lolita, jusqu'au moment où elle se rend compte qu'elle est la fille d'Etienne Cassard, cet auteur qu'elle admire tant.
C'est l'histoire d'êtres humains qui savent très bien ce qu'ils feraient s'ils étaient à la place des autres mais qui ne se débrouillent pas très bien à la leur, qui la cherchent tout simplement.";"http://zupimages.net/up/16/45/xg9f.jpg";"film Comme une image streaming, Comme une image dpstream, filmComme une image HD, Comme une image streaming VF"
"17";"Un Nouveau départ (2016)";"ND";"2016-05-07";"2016";"99";"Christophe Lidon,  Antoine Rault";"Corinne Touzet, Christian Vadim, Fanny Guillot";"Comédie,Spectacle";"France";"C’est une Rencontre.
Une Belle Histoire.
C'est une romance d'aujourd'hui.
Que feriez-vous le soir de Noël les bras chargés de cadeaux et la dinde au four, si vous trouviez un SDF sur votre palier ?

Corinne Touzet , Christian Vadim et Fanny Guillot vous embarquent pour Un nouveau départ, une histoire drôle, tendre et optimiste.

Enregistré au Théâtre des Variétés (Paris)";"http://zupimages.net/up/16/45/4syn.jpg";"film Un Nouveau départ (2016) streaming, Un Nouveau départ (2016) dpstream, filmUn Nouveau départ (2016) HD, Un Nouveau départ (2016) streaming VF"
"18";"Amour versus glamour";"A Country Wedding";"2015-06-27";"2015";"84";"Anne Wheeler";"Jesse Metcalfe, Laura Mennell, Autumn Reeser";"Drame,Romance";"États-Unis";"Célèbre chanteur de country, Bradley est sur le point d'épouser Catherine, une star de cinéma. Après avoir reçu une lettre de son amie d'enfance, Sarah, il décide de lui rendre visite dans sa petite ville natale du Texas où il redécouvre une vie simple dans le ranch de la jeune femme. Pendant que Catherine prépare le mariage le plus glamour de l'année, ignorant le souhait de Bradley d'une cérémonie plus discrète, ce dernier retrouve son ancienne complicité avec Sarah...";"http://zupimages.net/up/16/45/5wet.jpg";"film Amour versus glamour streaming, Amour versus glamour dpstream, filmAmour versus glamour HD, Amour versus glamour streaming VF"
"19";"American Graffiti, la suite";"More American Graffiti";"1979-01-01";"1979";"110";"Bill L. Norton";"Bo Hopkins, Ron Howard, Candy Clark";"Comédie";"États-Unis";"1962 en Californie. Les vacances se terminent. Belles américaines, musique à fond, drague à tout va... Curt, Steve, Lauri, Terry et tous les autres passent leurs nuits sur les routes et dans les drive-in, les selfs et les bals... Chaque minute qui passe est vécue intensément comme la dernière. L'essentiel, c'est de prendre le rythme et de le garder...";"http://static.media.dpstream.net/m/23665/more-american-graff-1478820339.jpg";"film American Graffiti, la suite streaming, American Graffiti, la suite dpstream, filmAmerican Graffiti, la suite HD, American Graffiti, la suite streaming VF"
"20";"February";"The Black Coat’s Daughter";"2015-11-01";"2015";"95";"Osgood Perkins (II)";"Emma Roberts, Kiernan Shipka, Lucy Boynton";"Epouvante-horreur,Thriller";"États-Unis";"Parce qu'étrangement leurs parents ne sont pas venus les chercher pour les vacances d'hiver, Rose et Kat sont retenues dans la prestigieuse institution pour jeunes filles où elles suivent leurs études. Dans un pèlerinage sanglant à travers les paysages gelés, Joan décide de s'y rendre. Au fur et à mesure qu'elle s'en rapproche, Kat est assaillie de visions terrifiantes et Rose voit avec horreur sa camarade devenir possédée par une force invisible et maléfique";"http://static.media.dpstream.net/m/23664/february-1478812265.jpg";"film February streaming, February dpstream, filmFebruary HD, February streaming VF"
"21";"The Late Bloomer";"ND";"2016-11-01";"2016";"94";"Kevin Pollak";"Jane Lynch, Brittany Snow, Johnny Simmons";"Comédie";"États-Unis";"Après l'ablation d'une tumeur, un jeune trentenaire entre enfin dans la puberté...";"http://static.media.dpstream.net/m/23663/latebloomer-1478781156.jpg";"film The Late Bloomer streaming, The Late Bloomer dpstream, filmThe Late Bloomer HD, The Late Bloomer streaming VF"
"22";"La Fille du patron";"ND";"2016-01-06";"2016";"98";"Olivier Loustau";"Florence Thomassin, Olivier Loustau, Christa Théret";"Comédie,Drame,Romance";"France";"Vital, 40 ans, travaille comme chef d’atelier dans une usine textile. Il est choisi comme « cobaye » par Alix, 25 ans, venue réaliser une étude ergonomique dans l’entreprise de son père sous couvert d’anonymat. La fille du patron est rapidement sous le charme de cet ouvrier réservé et secret qui s’ouvre peu à peu à son contact et se met à rêver d’une autre vie…";"http://static.media.dpstream.net/m/23662/314900.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478685731.jpg";"film La Fille du patron streaming, La Fille du patron dpstream, filmLa Fille du patron HD, La Fille du patron streaming VF"
"23";"Barbie 34 - Barbie et ses soeurs: À la recherche des chiots";"Barbie & Her Sisters in a Puppy Chase";"2016-10-12";"2016";"75";"Terry Klassen,  Conrad Helten,  Michael Goguen,  Maria Collette Sundeen";"Kathleen Barr, Natasha Calis, Alex Barima";"Animation,Aventure,Famille";"États-Unis";"Dans cette aventure rafraichissante, Barbie et ses sœurs vont découvrir que la vie est plus belle quand on la partage à plusieurs. Arrivés sur l’île paradisiaque où se déroule la grande compétition de danse de Chelsea, les jeunes filles et leurs chiots décident de faire un rapide détour par le festival du Cheval dansant. Mais durant l’évènement, leurs petits amis disparaissent. Les sœurs partent alors à leur recherche ; mais arriveront-elles à les retrouver à temps pour le spectacle de Chelsea ? Dans cette histoire pleine de joie, les filles devront recourir à leur imagination et joindre leurs efforts pour retrouver leurs petits chiots partis vivre leur propre aventure.";"http://zupimages.net/up/16/45/lwjn.jpg";"film Barbie 34 - Barbie et ses soeurs: À la recherche des chiots streaming, Barbie 34 - Barbie et ses soeurs: À la recherche des chiots dpstream, filmBarbie 34 - Barbie et ses soeurs: À la recherche des chiots HD, Barbie 34 - Barbie et ses soeurs: À la recherche des chiots streaming VF"
"24";"Within";"ND";"2016-10-18";"2016";"88";"Phil Claydon";"Michael Vartan, Erin Moriarty, Blake Jenner";"Epouvante-horreur,Thriller";"États-Unis";"Une famille emménage dans une maison en banlieue et va vite découvrir que ce lieu cache un lourd secret...";"http://static.media.dpstream.net/m/23660/within-2016-1478619866.jpg";"film Within streaming, Within dpstream, filmWithin HD, Within streaming VF"
"25";"Jack Reacher : Never Go Back";"ND";"2016-10-19";"2016";"119";"Edward Zwick";"Aldis Hodge, Tom Cruise, Robert Knepper, Cobie Smulders";"Action,Thriller";"États-Unis";"Jack Reacher est de retour, prêt à tout pour obtenir justice. Susan Turner, qui dirige son ancienne unité, est arrêtée pour trahison : Jack Reacher ne reculera devant rien pour prouver l'innocence de la jeune femme. Ensemble, ils sont décidés à faire éclater la vérité sur ce complot d'État.";"http://static.media.dpstream.net/m/23659/426891.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478545543.jpg";"film Jack Reacher : Never Go Back streaming, Jack Reacher : Never Go Back dpstream, filmJack Reacher : Never Go Back HD, Jack Reacher : Never Go Back streaming VF"
"26";"Ouija : les origines";"Ouija: Origin of Evil";"2016-11-02";"2016";"90";"Mike Flanagan";"Elizabeth Reaser, Annalise Basso, Lulu Wilson";"Epouvante-horreur";"États-Unis";"À Los Angeles en 1965, une veuve et ses deux filles montent une nouvelle arnaque pour pimenter leur commerce de séances de spiritisme bidon. Chemin faisant, elles font involontairement entrer chez elles un esprit maléfique bien réel. Lorsque la fille cadette est possédée par la créature impitoyable, la petite famille doit surmonter une terreur dévastatrice pour la sauver et renvoyer l'esprit de l'autre côté…
La suite du film d'épouvante 'Ouija'.

CSA : INTERDIT AUX MOINS DE 12 ANS";"http://static.media.dpstream.net/m/23658/421826.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478529155.jpg";"film Ouija : les origines streaming, Ouija : les origines dpstream, filmOuija : les origines HD, Ouija : les origines streaming VF"
"27";"Doctor Strange";"ND";"2016-09-26";"2016";"115";"Scott Derrickson";"Benedict Cumberbatch, Chiwetel Ejiofor, Tilda Swinton";"Action,Fantastique,Science-fiction";"États-Unis";"Doctor Strange suit l'histoire du Docteur Stephen Strange, talentueux neurochirurgien qui, après un tragique accident de voiture, doit mettre son égo de côté et apprendre les secrets d'un monde caché de mysticisme et de dimensions alternatives. Basé à New York, dans le quartier de Greenwich Village, Doctor Strange doit jouer les intermédiaires entre le monde réel et ce qui se trouve au-delà, en utlisant un vaste éventail d'aptitudes métaphysiques et d'artefacts pour protéger le Marvel Cinematic Universe.";"http://static.media.dpstream.net/m/23657/518191.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478528820.jpg";"film Doctor Strange streaming, Doctor Strange dpstream, filmDoctor Strange HD, Doctor Strange streaming VF"
"28";"Les Trolls";"Trolls";"2016-10-19";"2016";"93";"Walt Dohrn,  Mike Mitchell";"M. Pokora, Anna Kendrick, Louane Emera";"Animation,Aventure,Comédie,Fantastique,Musical,Famille";"États-Unis";"Connus pour leur crête de cheveux fluos et magiques, les Trolls sont des créatures délirantes et joyeuses et surtout les rois de la pop. Mais leur monde d'arcs-en-ciel et de cupcakes est changé à jamais lorsque leur leader Poppy, accompagnée de Branche et tous ses amis, doit se lancer dans une mission de sauvetage qui l'entraînera loin de ce petit paradis.
Irrévérencieux, rafraîchissant et délirant, le dessin animé qui réveille la bonne humeur à coup de claques musicales à la Toussaint 2016.

CSA : A parti de 6 ans

Infos : Inclus des chansons originales de Justin Timberlake, dont le tube de l'été, 'Can't  stop the feeling'.";"http://static.media.dpstream.net/m/23656/585269.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478528627.jpg";"film Les Trolls streaming, Les Trolls dpstream, filmLes Trolls HD, Les Trolls streaming VF"
"29";"Wildlike";"ND";"ND";"ND";"104";"Frank Hall Green";"Bruce Greenwood, Brian Geraghty, Diane Farr";"Aventure,Drame,Thriller";"États-Unis";"C’est un film qui raconte l’histoire d’une jeune adolescente en visite chez son oncle en Alaska et qui se sauve, sans savoir vers quoi ou vers qui mais qui doit partir de là.
Une jeune d’aujourd’hui qui a appris la vie en fonction des normes hypersexualisées d’aujourd’hui mais qui avec un peu de chance fera des rencontres salvatrices. Une belle aventure dans des paysages magnifiques.";"http://static.media.dpstream.net/m/23655/259808.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478514340.jpg";"film Wildlike streaming, Wildlike dpstream, filmWildlike HD, Wildlike streaming VF"
"30";"King Dave";"ND";"2016-07-15";"2016";"100";"Daniel Grou";"Karelle Tremblay, Alexandre Goyette, Mylène St-Sauveur";"Drame";"Canada";"Dave est un frondeur. Un King autoproclamé, influençable mais pas inconscient. Alors qu'il se met en tête de retrouver l'inconnu qui a dansé avec sa blonde en lui poignant le cul, comme si de rien n'était, il décide de se faire justice. Entre violence, peine d'amour et amitié trahie, Dave va mettre le doigt dans le tordeur et s'engouffrer, toujours poussé par en avant sans jamais s'arrêter. Pour Dave, ton voisin, ton ami, ton fils, ton neveu, est-il possible de remettre le compteur à zéro?";"http://static.media.dpstream.net/m/23654/301169.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478514243.jpg";"film King Dave streaming, King Dave dpstream, filmKing Dave HD, King Dave streaming VF"
"31";"Au bénéfice du doute";"A Trace of Danger";"2010-01-10";"2010";"79";"Terry Ingram";"Emmanuelle Vaugier, Ivan Sergei, Garry Chalk";"Thriller";"Canada";"Kate Wilson, une brillante avocate de San Francisco, est contactée par David, un ancien amoureux qui a été arrêté pour le meurtre de sa femme. Elle retourne dans son village natal pour assurer sa défense. Lorsque le procès commence, Kate commence à avoir la sensation étrange d'être observée.";"http://zupimages.net/up/16/44/nutl.jpg";"film Au bénéfice du doute streaming, Au bénéfice du doute dpstream, filmAu bénéfice du doute HD, Au bénéfice du doute streaming VF"
"32";"Enquêtes gourmandes 3: Meurtre al dente";"Death Al Dente: A Gourmet Detective Mystery";"2016-08-02";"2016";"84";"Terry Ingram";"Dylan Neal, Brooke Burns, Matthew Kevin Anderson";"Drame,Thriller,Mystère";"États-Unis";"Le lieutenant Maggie Price et le détective gastronome Henry Ross doivent de nouveau unir leurs forces et mener l'enquête suite à l'étrange cambriolage du Carmella, le restaurant de Leo et Claudia, des amis d'Henry. Alors que le mystère entourant l'intrusion au Carmella s'épaissit et qu'un ancien petit ami de Maggie, Steve, tente de renouer contact, Leo, est retrouvé sans vie à l'hôpital. La liste des suspects s'allonge et une sombre histoire d'héritage familial refait surface...";"http://zupimages.net/up/16/44/mlvy.jpg";"film Enquêtes gourmandes 3: Meurtre al dente streaming, Enquêtes gourmandes 3: Meurtre al dente dpstream, filmEnquêtes gourmandes 3: Meurtre al dente HD, Enquêtes gourmandes 3: Meurtre al dente streaming VF"
"33";"Enquêtes gourmandes 2: Meurtres quatre étoiles";"The Gourmet Detective: A Healthy Place to Die";"2015-08-02";"2015";"81";"Scott Smith";"Dylan Neal, Brooke Burns, Matthew Kevin Anderson";"Drame,Thriller,Mystère";"États-Unis";"Henry réussit à inviter le lieutenant Price, en vacances forcées, dans un palace où il doit donner conférence sur la gastronomie. Alors que Maggie commence à peine à se détendre, une journaliste est retrouvée morte dans l'établissement. Les premiers soupçons pèsent sur une actrice contre qui la victime avait rédigé des articles méprisants, mais plusieurs chefs, également présents à la conférence, ont aussi subi les foudres de la journaliste...";"http://zupimages.net/up/16/44/cf76.jpg";"film Enquêtes gourmandes 2: Meurtres quatre étoiles streaming, Enquêtes gourmandes 2: Meurtres quatre étoiles dpstream, filmEnquêtes gourmandes 2: Meurtres quatre étoiles HD, Enquêtes gourmandes 2: Meurtres quatre étoiles streaming VF"
"34";"Enquêtes gourmandes 1: Meurtre au menu";"The Gourmet Detective";"2015-05-16";"2015";"80";"Scott Smith";"Dylan Neal, Brooke Burns, Matthew Kevin Anderson";"Drame,Thriller,Mystère";"États-Unis";"Consultant culinaire au sens de l'observation aussi aiguisé qu'un détective privé, Henry accepte avec plaisir d'aider un ami restaurateur à enquêter sur le sabotage de son établissement. Lorsque ce dernier est assassiné, Henry fait équipe avec le lieutenant de police Maggie Price pour débusquer le meurtrier parmi tous ceux qui avaient intérêt à voir le chef disparaître";"http://zupimages.net/up/16/44/ej6s.jpg";"film Enquêtes gourmandes 1: Meurtre au menu streaming, Enquêtes gourmandes 1: Meurtre au menu dpstream, filmEnquêtes gourmandes 1: Meurtre au menu HD, Enquêtes gourmandes 1: Meurtre au menu streaming VF"
"35";"Dr. Jekyll and Mr. Hyde (2008)";"ND";"2008-01-06";"2008";"85";"Paolo Barzman";"Tom Skerritt, Dougray Scott, Krista Bridges";"Epouvante-horreur,Science-fiction,Thriller";"Canada";"Un tueur en série s'attaque aux femmes seules. Le Docteur Jekyll va voir Claire Wheaton, une avocate spécialisée dans les affaires difficiles à défendre. Il lui avoue qu'il est Mr Hyde, son double démoniaque et l'auteur des crimes...";"http://zupimages.net/up/16/44/8dxg.jpg";"film Dr. Jekyll and Mr. Hyde (2008) streaming, Dr. Jekyll and Mr. Hyde (2008) dpstream, filmDr. Jekyll and Mr. Hyde (2008) HD, Dr. Jekyll and Mr. Hyde (2008) streaming VF"
